epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1479.97,1.05623,0.60339,1.09452,0.98109,0.97917,0.99459,0.71037,1.03511,0.53547,0.97199,0.000741194,0.000741194,0.000741194
43,1515.52,1.01949,0.57218,1.07169,0.99496,0.97917,0.99184,0.69922,1.0675,0.51182,0.99952,0.000729725,0.000729725,0.000729725
44,1550.99,1.00969,0.5684,1.07887,0.99523,0.95833,0.98895,0.69552,1.06617,0.5161,1.00344,0.000718103,0.000718103,0.000718103
45,1586.47,0.99044,0.55241,1.07929,1,0.99976,0.995,0.68176,1.15123,0.49208,1.05289,0.000706335,0.000706335,0.000706335
46,1621.81,1.0137,0.54462,1.07394,0.96514,0.97917,0.99311,0.7264,1.08959,0.53808,1.00764,0.000694428,0.000694428,0.000694428
47,1657.36,1.02281,0.55991,1.0797,0.97897,0.96995,0.99072,0.70599,1.03633,0.51089,0.99985,0.000682392,0.000682392,0.000682392
48,1692.78,0.97233,0.55327,1.05511,0.97954,0.99744,0.99296,0.68162,1.1166,0.47291,1.00571,0.000670234,0.000670234,0.000670234
49,1728.46,0.97981,0.52068,1.05384,0.97235,0.97917,0.99299,0.73814,0.96873,0.45158,0.96398,0.000657963,0.000657963,0.000657963
50,1763.92,0.93209,0.53072,1.05617,0.9966,0.95833,0.99196,0.65007,1.17712,0.51913,1.03495,0.000645588,0.000645588,0.000645588
51,1799.41,0.95813,0.54591,1.05255,0.97912,0.97711,0.99378,0.70647,1.0198,0.46126,0.98298,0.000633115,0.000633115,0.000633115
52,1834.96,0.97724,0.53983,1.07834,0.9637,0.97917,0.99216,0.70954,1.06783,0.48067,0.97801,0.000620555,0.000620555,0.000620555
53,1870.49,0.97619,0.54752,1.07608,0.95645,1,0.99337,0.67491,1.11786,0.47481,1.03282,0.000607916,0.000607916,0.000607916
54,1905.91,0.98432,0.54703,1.06545,1,0.99145,0.995,0.71619,1.04898,0.45647,0.98621,0.000595207,0.000595207,0.000595207
55,1941.28,0.97872,0.53265,1.06829,0.99448,1,0.995,0.67303,1.09885,0.44626,0.99984,0.000582435,0.000582435,0.000582435
56,1977.26,0.98006,0.53372,1.0623,0.97735,1,0.99459,0.72263,0.98938,0.45937,0.97146,0.00056961,0.00056961,0.00056961
57,2012.88,1.03034,0.58684,1.10021,0.97918,0.97974,0.99459,0.71738,1.03997,0.48251,0.99382,0.000556742,0.000556742,0.000556742
